78.61, 519, 416, 35.34
68.03, 519, 414, 35.1
84.15, 464, 410, 35.85
73.9, 464, 406, 35.37
85.11, 600, 423, 30.97
68.79, 600, 423, 30.97
84.75, 447, 413, 25.18
56.66, 447, 411, 24.94
74.34, 589, 417, 28.06
36.21, 589, 414, 27.58
84.86, 451, 416, 25.48
75.48, 451, 416, 25.48
79.19, 480, 418, 26.32
69.38, 480, 418, 26.32
81.07, 537, 412, 34.47
50.0, 537, 411, 34.47
83.22, 675, 423, 32.15
75.18, 675, 423, 32.15
86.44, 522, 413, 26.39
60.05, 522, 412, 26.39
70.75, 640, 441, 26.76
35.6, 640, 441, 26.76
81.69, 527, 415, 30.36
59.76, 527, 415, 30.36
81.5, 546, 427, 28.81
28.1, 546, 427, 28.81
79.14, 620, 417, 32.61
54.2, 620, 417, 32.61
73.2, 471, 403, 25.56
39.95, 471, 403, 25.56
76.42, 596, 424, 28.54
45.75, 596, 424, 28.54
76.66, 474, 407, 29.24
43.98, 474, 407, 29.24
74.03, 500, 412, 26.21
19.66, 500, 412, 26.21
82.86, 603, 420, 32.86
75.24, 603, 418, 32.62
76.87, 728, 441, 33.33
26.3, 728, 441, 33.33
87.76, 597, 433, 34.41
69.28, 597, 433, 34.41
83.94, 619, 442, 33.03
64.93, 619, 442, 33.03
76.83, 583, 423, 28.37
66.19, 583, 423, 28.37
86.71, 453, 414, 31.4
72.22, 453, 414, 31.4
90.28, 476, 422, 28.67
79.62, 476, 422, 28.67
78.7, 581, 432, 33.1
62.96, 581, 432, 33.1
72.12, 592, 452, 32.74
50.44, 592, 452, 32.74
87.56, 471, 434, 30.65
73.27, 471, 434, 30.65
