global_0, 2, 46.3, 0.0, 82
PEbA_0, 2, 22.8, 93.0, 114
global_10, 2, 35.3, 0.0, 170
PEbA_10, 2, 13.5, 87.8, 148
global_11, 2, 30.2, 24.6, 252
PEbA_11, 2, 20.1, 59.7, 268
global_12, 2, 30.8, 0.0, 156
PEbA_12, 2, 15.9, 93.7, 126
global_13, 2, 27.3, 2.3, 88
PEbA_13, 2, 11.5, 25.0, 104
global_14, 2, 38.3, 63.3, 120
PEbA_14, 2, 30.3, 84.8, 132
global_15, 2, 27.7, 16.9, 130
PEbA_15, 2, 19.7, 74.6, 142
global_16, 2, 30.7, 0.0, 150
PEbA_16, 2, 25.8, 0.0, 132
global_17, 2, 23.4, 32.8, 128
PEbA_17, 2, 22.1, 80.9, 136
global_18, 2, 19.1, 25.5, 94
PEbA_18, 2, 7.8, 25.5, 102
global_19, 2, 35.9, 0.0, 78
PEbA_19, 2, 8.0, 22.0, 100
global_1, 2, 33.3, 18.8, 96
PEbA_1, 2, 20.7, 82.8, 116
global_20, 2, 28.9, 0.0, 90
PEbA_20, 2, 14.0, 22.0, 100
global_21, 2, 17.0, 17.0, 94
PEbA_21, 2, 9.6, 25.0, 104
global_22, 2, 36.9, 46.2, 130
PEbA_22, 2, 24.1, 81.0, 158
global_23, 2, 32.4, 15.5, 142
PEbA_23, 2, 25.7, 16.2, 148
global_24, 2, 29.5, 65.6, 122
PEbA_24, 2, 22.1, 82.4, 136
global_25, 2, 27.3, 0.0, 154
PEbA_25, 2, 17.9, 0.0, 168
global_26, 2, 22.9, 31.4, 140
PEbA_26, 2, 21.2, 73.8, 160
global_27, 2, 37.3, 0.0, 134
PEbA_27, 2, 26.7, 0.0, 150
global_2, 2, 27.9, 41.9, 86
PEbA_2, 2, 9.6, 28.8, 104
global_3, 2, 31.8, 56.8, 88
PEbA_3, 2, 19.3, 87.7, 114
global_4, 2, 38.3, 42.6, 94
PEbA_4, 2, 20.7, 87.9, 116
global_5, 2, 30.8, 0.0, 104
PEbA_5, 2, 21.1, 0.0, 114
global_6, 2, 34.0, 64.2, 106
PEbA_6, 2, 29.3, 75.9, 116
global_7, 2, 33.3, 0.0, 156
PEbA_7, 2, 21.0, 88.7, 124
global_8, 2, 36.2, 12.8, 94
PEbA_8, 2, 15.7, 23.5, 102
global_9, 2, 34.2, 0.0, 152
PEbA_9, 2, 22.5, 91.5, 142
