57.99, 419, 319, 31.03
58.31, 419, 318, 31.03
49.79, 427, 235, 32.34
59.15, 427, 235, 32.34
28.21, 466, 273, 30.4
0.0, 466, 181, 17.58
32.48, 464, 234, 37.18
0.0, 464, 96, 8.97
31.13, 419, 257, 29.96
26.46, 419, 256, 29.96
57.81, 419, 256, 26.95
34.77, 419, 255, 26.95
45.89, 331, 231, 30.74
35.5, 331, 231, 30.74
28.34, 392, 247, 32.79
0.0, 392, 247, 32.79
46.78, 365, 233, 33.05
0.0, 365, 231, 33.05
39.91, 343, 233, 28.76
52.79, 343, 233, 28.76
80.52, 344, 231, 30.3
88.74, 344, 231, 30.3
39.9, 355, 208, 37.02
42.31, 355, 208, 37.02
41.74, 304, 218, 35.32
33.49, 304, 218, 35.32
37.89, 273, 227, 29.96
32.16, 273, 226, 29.52
54.12, 305, 194, 33.51
0.0, 305, 194, 33.51
36.84, 333, 266, 38.35
34.96, 333, 266, 38.35
37.5, 385, 192, 35.94
48.44, 385, 192, 35.94
40.49, 413, 163, 43.56
61.96, 413, 163, 43.56
38.73, 332, 204, 40.2
89.22, 332, 204, 40.2
39.05, 366, 169, 38.46
0.0, 366, 169, 38.46
35.29, 292, 221, 30.77
0.0, 292, 221, 30.77
